// www.DarksTeam.NET
// type, index, level, skill, luck, option
0	21	0	0	1	0
0	19	0	0	1	0
0	17	0	0	1	0
0	16	0	0	1	0
2	13	0	0	1	0
2	11	0	0	1	0
2	10	0	0	1	0
2	9	0	0	1	0
2	8	0	0	1	0
3	9	0	0	1	0
4	17	0	0	1	0
4	16	0	0	1	0
4	14	0	0	1	0
4	13	0	0	1	0
5	11	0	0	1	0
5	10	0	0	1	0
5	9	0	0	1	0
5	8	0	0	1	0
6	16	0	0	1	0
6	15	0	0	1	0
6	14	0	0	1	0
6	13	0	0	1	0
7	24	0	0	1	0
8	24	0	0	1	0
9	24	0	0	1	0
10	24	0	0	1	0
11	24	0	0	1	0
7	25	0	0	1	0
8	25	0	0	1	0
9	25	0	0	1	0
10	25	0	0	1	0
11	25	0	0	1	0
7	28	0	0	1	0
8	28	0	0	1	0
9	28	0	0	1	0
10	28	0	0	1	0
11	28	0	0	1	0
7	26	0	0	1	0
8	26	0	0	1	0
9	26	0	0	1	0
10	26	0	0	1	0
11	26	0	0	1	0
