// www.DarksTeam.NET
// type, index, level, skill, luck, option
5	3	11	9	0	0
13	8	0	0	1	0
13	9	0	0	1	0
13	12	0	0	1	0
13	13	0	0	1	0
0	14	0	0	1	0
0	13	0	0	1	0
0	12	0	0	1	0
0	15	0	0	1	0
2	7	0	0	1	0
2	5	0	0	1	0
2	4	0	0	1	0
3	8	0	0	1	0
4	12	0	0	1	0
4	5	0	0	1	0
5	6	0	0	1	0
5	5	0	0	1	0
6	12	0	0	1	0
6	11	0	0	1	0
7	19	0	0	1	0
8	19	0	0	1	0
9	19	0	0	1	0
10	19	0	0	1	0
11	19	0	0	1	0
7	18	0	0	1	0
8	18	0	0	1	0
9	18	0	0	1	0
10	18	0	0	1	0
11	18	0	0	1	0
7	17	0	0	1	0
8	17	0	0	1	0
9	17	0	0	1	0
10	17	0	0	1	0
11	17	0	0	1	0
7	16	0	0	1	0
8	16	0	0	1	0
9	16	0	0	1	0
10	16	0	0	1	0
11	16	0	0	1	0
8	20	0	0	1	0
9	20	0	0	1	0
10	20	0	0	1	0
11	20	0	0	1	0
