// www.DarksTeam.NET
// type, index, level, skill, luck, option
12	15	6	0	0	0
14	14	6	0	0	0
14	13	6	0	0	0
14	16	6	0	0	0
13	0	6	0	0	0
13	1	6	0	0	0
7	12	6	0	0	0
8	12	6	0	0	0
9	12	6	0	0	0
10	12	6	0	0	0
11	12	6	0	0	0
7	8	6	0	0	0
8	8	6	0	0	0
9	8	6	0	0	0
10	8	6	0	0	0
11	8	6	0	0	0
7	7	6	0	0	0
8	7	6	0	0	0
9	7	6	0	0	0
10	7	6	0	0	0
11	7	6	0	0	0
0	10	6	0	0	0
0	11	6	0	0	0
1	6	6	0	0	0
1	7	6	0	0	0
2	3	6	0	0	0
3	7	6	0	0	0
3	0	6	0	0	0
3	4	6	0	0	0
5	3	6	0	0	0
4	4	6	0	0	0
4	11	6	0	0	0
4	3	6	0	0	0
0	13	6	0	0	0
13	8	0	0	1	0
13	9	0	0	1	0
13	12	0	0	1	0
13	13	0	0	1	0
7	6	0	0	1	0
8	6	0	0	1	0
9	6	0	0	1	0
10	6	0	0	1	0
11	6	0	0	1	0
7	4	0	0	1	0
8	4	0	0	1	0
9	4	0	0	1	0
10	4	0	0	1	0
11	4	0	0	1	0
7	11	0	0	1	0
8	11	0	0	1	0
9	11	0	0	1	0
10	11	0	0	1	0
11	11	0	0	1	0
5	2	0	0	1	0
0	10	0	0	1	0
0	5	0	0	1	0
0	13	0	0	1	0
1	6	0	0	1	0
1	7	0	0	1	0
2	3	0	0	1	0
3	7	0	0	1	0
3	0	0	0	1	0
4	11	0	0	1	0
4	4	0	0	1	0
4	12	0	0	1	0
