// www.DarksTeam.NET
// type, index, level, skill, luck, option
0	0	7	0	0	0
0	2	7	0	0	0
0	4	7	0	0	0
0	3	7	0	0	0
1	1	7	0	0	0
1	2	7	0	0	0
2	0	7	0	0	0
2	1	7	0	0	0
3	2	7	0	0	0
4	8	7	0	0	0
4	1	7	0	0	0
4	9	7	0	0	0
5	0	7	0	0	0
6	4	7	0	0	0
6	1	7	0	0	0
6	2	7	0	0	0
7	5	7	0	0	0
7	2	7	0	0	0
7	10	7	0	0	0
8	5	7	0	0	0
8	2	7	0	0	0
8	10	7	0	0	0
9	5	7	0	0	0
9	2	7	0	0	0
9	10	7	0	0	0
10	5	7	0	0	0
10	2	7	0	0	0
10	10	7	0	0	0
11	5	7	0	0	0
11	2	7	0	0	0
11	10	7	0	0	0
13	0	0	0	0	0
13	1	0	0	0	0
13	2	0	0	0	0
13	8	0	0	0	2
13	9	0	0	0	2
13	12	0	0	0	2
13	13	0	0	0	2
14	13	0	0	0	0
14	14	0	0	0	0
12	15	0	0	0	0
