// www.DarksTeam.NET
// type, index, level, skill, luck, option
12	15	9	0	0	0
14	14	9	0	0	0
14	13	9	0	0	0
13	0	9	0	0	0
13	1	9	0	0	0
13	2	9	0	0	0
7	5	9	0	0	0
8	5	9	0	0	0
9	5	9	0	0	0
10	5	9	0	0	0
11	5	9	0	0	0
7	2	9	0	0	0
8	2	9	0	0	0
9	2	9	0	0	0
10	2	9	0	0	0
11	2	9	0	0	0
7	10	9	0	0	0
8	10	9	0	0	0
9	10	9	0	0	0
10	10	9	0	0	0
11	5	9	0	0	0
6	1	9	0	0	0
6	2	9	0	0	0
5	0	9	0	0	0
5	1	9	0	0	0
5	2	9	0	0	0
0	0	9	0	0	0
0	2	9	0	0	0
0	4	9	0	0	0
1	1	9	0	0	0
1	2	9	0	0	0
2	0	9	0	0	0
2	1	9	0	0	0
3	2	9	0	0	0
4	8	9	0	0	0
4	1	9	0	0	0
4	9	9	0	0	0
6	4	9	0	0	0
4	10	9	0	0	0
4	2	9	0	0	0
13	8	9	0	1	0
13	9	9	0	1	0
13	12	9	0	1	0
13	13	9	0	1	0
7	5	9	0	1	0
8	5	9	0	1	0
9	5	9	0	1	0
10	5	9	0	1	0
11	5	9	0	1	0
7	2	9	0	1	0
8	2	9	0	1	0
9	2	9	0	1	0
10	2	9	0	1	0
11	2	9	0	1	0
7	10	9	0	1	0
8	10	9	0	1	0
9	10	9	0	1	0
10	10	9	0	1	0
11	10	9	0	1	0
6	1	9	0	1	0
6	2	9	0	1	0
0	0	9	0	1	0
0	2	9	0	1	0
0	4	9	0	1	0
0	1	9	0	1	0
1	2	9	0	1	0
2	0	9	0	1	0
2	1	9	0	1	0
3	2	9	0	1	0
4	8	9	0	1	0
4	1	9	0	1	0
4	9	9	0	1	0
5	0	9	0	1	0
6	4	9	0	1	0
5	1	9	0	1	0
