// www.DarksTeam.NET
// type, index, level, skill, luck, option
0	2	7	0	0	0
0	4	7	0	0	0
0	3	7	0	0	0
1	1	7	0	0	0
1	2	7	0	0	0
2	0	7	0	0	0
2	1	7	0	0	0
4	8	7	0	0	0
4	9	7	0	0	0
5	0	7	0	0	0
6	4	7	0	0	0
6	1	7	0	0	0
6	2	7	0	0	0
0	10	7	0	0	0
0	11	7	0	0	0
0	13	7	0	0	0
1	5	7	0	0	0
1	6	7	0	0	0
1	7	7	0	0	0
2	3	7	0	0	0
3	7	7	0	0	0
3	4	7	0	0	0
4	11	7	0	0	0
4	4	7	0	0	0
4	12	7	0	0	0
5	3	7	0	0	0
6	5	7	0	0	0
6	8	7	0	0	0
7	5	7	0	0	0
8	5	7	0	0	0
9	5	7	0	0	0
10	5	7	0	0	0
11	5	7	0	0	0
7	2	7	0	0	0
8	2	7	0	0	0
9	2	7	0	0	0
10	2	7	0	0	0
11	2	7	0	0	0
7	0	7	0	0	0
8	0	7	0	0	0
9	0	7	0	0	0
10	0	7	0	0	0
11	0	7	0	0	0
7	12	7	0	0	0
8	12	7	0	0	0
9	12	7	0	0	0
10	12	7	0	0	0
11	12	7	0	0	0
7	13	7	0	0	0
8	13	7	0	0	0
9	13	7	0	0	0
10	13	7	0	0	0
11	13	7	0	0	0
7	7	7	0	0	0
8	7	7	0	0	0
9	7	7	0	0	0
10	7	7	0	0	0
11	7	7	0	0	0
14	13	0	0	0	0
14	14	0	0	0	0
12	15	0	0	0	0
