// www.DarksTeam.NET
// type, index, level, skill, luck, option
0	11	7	0	1	0
0	10	7	0	1	0
0	9	7	0	1	0
0	5	7	0	1	0
1	8	7	0	1	0
1	7	7	0	1	0
2	3	7	0	1	0
3	9	7	0	1	0
3	4	7	0	1	0
4	11	7	0	1	0
4	3	7	0	1	0
5	4	7	0	1	0
5	3	7	0	1	0
6	8	7	0	1	0
6	5	7	0	1	0
7	3	7	0	1	0
8	3	7	0	1	0
9	3	7	0	1	0
10	3	7	0	1	0
11	3	7	0	1	0
7	7	7	0	1	0
8	7	7	0	1	0
9	7	7	0	1	0
10	7	7	0	1	0
11	7	7	0	1	0
7	13	7	0	1	0
8	13	7	0	1	0
9	13	7	0	1	0
10	13	7	0	1	0
11	13	7	0	1	0
7	14	7	0	1	0
8	14	7	0	1	0
9	14	7	0	1	0
10	14	7	0	1	0
11	14	7	0	1	0
8	15	7	0	1	0
9	15	7	0	1	0
10	15	7	0	1	0
11	15	7	0	1	0
